"Tree Level 1","Country-Code","Country","Direction","Partner-Code","Partner","Unit","Footnotes","Sources",_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SE","Sweden","EUR m","-","National Bank of Kazakhstan",12.0798153,10.7222473,26.2600463,29.4626017,29.5770877,30.4062804,49.9742616,81.448636,41.8250134,78.6685166,-105.471559,386.1778101,527.5981558,391.0105354,377.4313961,308.5404857,147.4135088,122.3404351,244.4529095
"FDI by partner","KZ","Kazakhstan","FDI inward stock","SE","Sweden","in % of total","-","National Bank of Kazakhstan, wiiw",0.0858357,0.0652783,0.1216913,0.1179157,0.0972931,0.072881,0.0997883,0.1305273,0.0566551,0.0976633,-0.1168593,0.363718,0.4815719,0.3154613,0.3062062,0.2364071,0.110515,0.0991362,0.1817885
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CH","Switzerland","EUR m","-","National Bank of Kazakhstan",188.9031537,157.133371,134.7325262,252.7225527,504.661488,666.4484217,888.1253127,982.2783414,1154.538709,1377.1246955,1992.2092484,2512.9521648,1577.8578034,1705.6419291,1181.8394034,1910.5907395,2245.9549778,1712.0936317,2123.3596417
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CH","Switzerland","in % of total","-","National Bank of Kazakhstan, wiiw",1.3422912,0.9566464,0.6243619,1.0114501,1.6600711,1.5974136,1.7734035,1.5741718,1.5639098,1.709636,2.2073069,2.3668004,1.4402096,1.3760859,0.9588142,1.4639153,1.6837786,1.3873617,1.5790456
"FDI by partner","KZ","Kazakhstan","FDI inward stock","TR","Turkey","EUR m","-","National Bank of Kazakhstan",301.7473218,293.0270469,289.9003942,256.5184179,271.8654072,278.8070397,292.4624221,320.5744261,379.7578771,413.9367354,472.834277,799.7977738,387.6519386,497.454259,482.0728548,558.9888331,679.2257806,698.1294166,1106.5794919
"FDI by partner","KZ","Kazakhstan","FDI inward stock","TR","Turkey","in % of total","-","National Bank of Kazakhstan, wiiw",2.1441292,1.783983,1.343423,1.0266419,0.8942943,0.668274,0.5839873,0.5137436,0.5144107,0.5138831,0.5238859,0.753282,0.3538342,0.4013385,0.3911008,0.4283033,0.5092114,0.5657155,0.8229126
"FDI by partner","KZ","Kazakhstan","FDI inward stock","TM","Turkmenistan","EUR m","-","National Bank of Kazakhstan",0.9946483,0.0367024,0.0126404,-0.0015199,-0.9292481,-0.9978772,-0.4976933,-0.2453772,.,-0.876924,.,-0.5734122,-0.4767171,-0.3662221,0.6822493,0.0271074,-0.006251,-2.7652025,3.2551665
"FDI by partner","KZ","Kazakhstan","FDI inward stock","TM","Turkmenistan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0070677,0.0002234,5.86E-5,-6.1E-6,-0.0030567,-0.0023918,-0.0009938,-0.0003932,.,-0.0010887,.,-0.0005401,-0.0004351,-0.0002955,0.0005535,2.08E-5,-4.7E-6,-0.0022407,0.0024207
"FDI by partner","KZ","Kazakhstan","FDI inward stock","UA","Ukraine","EUR m","-","National Bank of Kazakhstan",1.6812197,0.0330322,0.2587072,0.1907432,-1.4126207,6.9427379,6.8220227,8.5889587,9.0714728,9.9181305,7.2223106,96.1319264,19.2779026,22.7803766,23.5032382,61.3371623,6.327338,4.1589343,25.4347249
"FDI by partner","KZ","Kazakhstan","FDI inward stock","UA","Ukraine","in % of total","-","National Bank of Kazakhstan, wiiw",0.0119463,0.0002011,0.0011989,0.0007634,-0.0046468,0.0166411,0.0136222,0.0137644,0.012288,0.0123129,0.0080021,0.090541,0.0175961,0.0183789,0.0190679,0.0469972,0.0047436,0.0033701,0.0189146
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AE","United Arab Emirates","EUR m","-","National Bank of Kazakhstan",4.274667,13.9608696,28.671838,24.2380625,22.8248696,705.4327714,954.3917106,708.3255924,755.0890982,906.1841361,915.3802913,832.8829931,712.0882567,874.8087864,491.4290579,558.8541703,882.8306419,895.03557,1075.3362618
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AE","United Arab Emirates","in % of total","-","National Bank of Kazakhstan, wiiw",0.0303745,0.0849954,0.1328677,0.0970059,0.0750818,1.6908554,1.9057239,1.1351428,1.0228252,1.1249853,1.0142134,0.784443,0.6499675,0.7057824,0.3986914,0.4282001,0.6618527,0.7252746,0.7996785
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GB","United Kingdom","EUR m","-","National Bank of Kazakhstan",1736.2181924,2222.3459627,1466.6845122,1293.2661082,291.5643762,1727.7791959,1775.8372751,1244.8629514,1327.4328117,1189.8758162,1504.9141772,2806.125349,-63.7314218,1292.0134832,3614.4941209,3000.8138753,2579.7388236,3128.8072443,2278.0367398
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GB","United Kingdom","in % of total","-","National Bank of Kazakhstan, wiiw",12.3370645,13.5299029,6.7967401,5.1759295,0.9590936,4.1413227,3.5459817,1.9949825,1.7981079,1.4771753,1.6673989,2.6429229,-0.0581717,1.0423767,2.932402,2.2992561,1.9340143,2.5353679,1.6940719
"FDI by partner","KZ","Kazakhstan","FDI inward stock","US","United States","EUR m","-","National Bank of Kazakhstan",5512.0239039,5437.3472614,6640.7251466,6821.3142353,6944.9869469,8018.6990259,8213.7300171,7736.3051949,8451.8199043,8854.5565774,10011.8879605,15414.384155,19167.0612009,22958.0932023,22758.3937243,27307.9587327,32603.8552191,30894.016292,35140.6697448
"FDI by partner","KZ","Kazakhstan","FDI inward stock","US","United States","in % of total","-","National Bank of Kazakhstan, wiiw",39.1668481,33.103208,30.7736823,27.3003685,22.8453575,19.2200603,16.4011291,12.397986,11.4486277,10.9925187,11.0928657,14.5178933,17.4949764,18.522239,18.4636513,20.9236537,24.4429097,25.034363,26.1325108
"FDI by partner","KZ","Kazakhstan","FDI inward stock","UZ","Uzbekistan","EUR m","-","National Bank of Kazakhstan",0.488922,0.7061547,0.3455047,-1.8223193,0.1084009,0.3356882,-0.2349057,1.2434964,2.2055918,3.4474261,7.9311081,6.3429244,5.4584172,6.049776,7.7176313,10.7975092,8.552738,11.0593837,16.9326515
"FDI by partner","KZ","Kazakhstan","FDI inward stock","UZ","Uzbekistan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0034741,0.0042992,0.0016011,-0.0072933,0.0003566,0.0008046,-0.0004691,0.0019928,0.0029876,0.0042798,0.0087874,0.005974,0.0049822,0.0048809,0.0062612,0.0082732,0.0064119,0.0089618,0.012592
"FDI by partner","KZ","Kazakhstan","FDI inward stock","VG","Virgin Islands, British","EUR m","-","National Bank of Kazakhstan",327.21928,360.3664596,600.6945561,947.7952549,2987.3492637,3345.9403058,2525.3368831,3503.5982636,3525.9691578,3548.3409484,3497.554077,1759.6080904,2407.132236,2287.4284161,2105.0141126,2353.389175,2295.4026369,2014.8702286,2301.1969295
"FDI by partner","KZ","Kazakhstan","FDI inward stock","VG","Virgin Islands, British","in % of total","-","National Bank of Kazakhstan, wiiw",2.3251256,2.1939533,2.7836694,3.7932807,9.8268092,8.0199013,5.0425782,5.6147684,4.7761913,4.4050996,3.875183,1.6572704,2.1971402,1.8454623,1.7077763,1.8031923,1.7208492,1.6327108,1.711295
